FIPS,COUNTY,TOPIC,YEAR,COUNT,CRUDERATE,ST_COUNT,ST_CRUDERATE
55069,Lincoln,Hospitalizations,2004,59,28.8,6857,19.07
55069,Lincoln,Hospitalizations,2005,98,47.67,7885,21.72
55069,Lincoln,Hospitalizations,2006,79,38.34,7077,19.31
55069,Lincoln,Hospitalizations,2007,80,38.76,7410,20.01
55069,Lincoln,Hospitalizations,2008,89,43.01,8732,23.35
55069,Lincoln,Hospitalizations,2009,89,43.19,8450,22.4
55069,Lincoln,Hospitalizations,2010,82,39.65,8233,21.64
55069,Lincoln,Hospitalizations,2011,85,41.29,8520,22.27
55069,Lincoln,Hospitalizations,2012,66,31.99,8376,21.78
55069,Lincoln,Hospitalizations,2013,61,29.68,8232,21.3
55069,Lincoln,Hospitalizations,2014,69,33.65,7762,19.98
55069,Lincoln,Hospitalizations,2015,66,32.33,8038,20.6
55069,Lincoln,Hospitalizations,2016,57,27.78,9257,23.59
55069,Lincoln,Hospitalizations,2017,70,34.06,10980,27.78
55069,Lincoln,Hospitalizations,2018,65,31.48,8443,21.2
55069,Lincoln,Hospitalizations,2019,65,31.38,7486,18.67
55069,Lincoln,Hospitalizations,2020,39,18.15,4476,11.04
55069,Lincoln,Hospitalizations,2021,34,15.78,4235,10.42
55069,Lincoln,Hospitalizations,2022,22,10.17,4210,10.32
55071,Manitowoc,Hospitalizations,2000,139,25.06,7874,22.62
55071,Manitowoc,Hospitalizations,2001,141,25.39,7766,22.16
55071,Manitowoc,Hospitalizations,2002,151,27.24,7425,21.01
55071,Manitowoc,Hospitalizations,2003,148,26.66,7385,20.72
55071,Manitowoc,Hospitalizations,2004,156,28.05,6857,19.07
55071,Manitowoc,Hospitalizations,2005,175,31.3,7885,21.72
55071,Manitowoc,Hospitalizations,2006,140,24.92,7077,19.31
55071,Manitowoc,Hospitalizations,2007,150,26.54,7410,20.01
55071,Manitowoc,Hospitalizations,2008,171,30.14,8732,23.35
55071,Manitowoc,Hospitalizations,2009,163,28.61,8450,22.4
55071,Manitowoc,Hospitalizations,2010,189,33.01,8233,21.64
55071,Manitowoc,Hospitalizations,2011,130,22.67,8520,22.27
55071,Manitowoc,Hospitalizations,2012,129,22.56,8376,21.78
55071,Manitowoc,Hospitalizations,2013,115,20.15,8232,21.3
55071,Manitowoc,Hospitalizations,2014,94,16.55,7762,19.98
55071,Manitowoc,Hospitalizations,2015,112,19.78,8038,20.6
55071,Manitowoc,Hospitalizations,2016,99,17.48,9257,23.59
55071,Manitowoc,Hospitalizations,2017,154,27.17,10980,27.78
55071,Manitowoc,Hospitalizations,2018,111,19.54,8443,21.2
55071,Manitowoc,Hospitalizations,2019,97,17.04,7486,18.67
55071,Manitowoc,Hospitalizations,2020,53,9.03,4476,11.04
55071,Manitowoc,Hospitalizations,2021,60,10.19,4235,10.42
55071,Manitowoc,Hospitalizations,2022,61,10.35,4210,10.32
55073,Marathon,Hospitalizations,2000,173,21.13,7874,22.62
55073,Marathon,Hospitalizations,2001,197,23.91,7766,22.16
55073,Marathon,Hospitalizations,2002,191,23.01,7425,21.01
55073,Marathon,Hospitalizations,2003,181,21.71,7385,20.72
55073,Marathon,Hospitalizations,2004,180,21.43,6857,19.07
55073,Marathon,Hospitalizations,2005,190,22.35,7885,21.72
55073,Marathon,Hospitalizations,2006,172,19.9,7077,19.31
55073,Marathon,Hospitalizations,2007,236,26.87,7410,20.01
55073,Marathon,Hospitalizations,2008,268,30.12,8732,23.35
55073,Marathon,Hospitalizations,2009,222,24.67,8450,22.4
55073,Marathon,Hospitalizations,2010,212,23.35,8233,21.64
55073,Marathon,Hospitalizations,2011,214,23.43,8520,22.27
55073,Marathon,Hospitalizations,2012,193,21.08,8376,21.78
55073,Marathon,Hospitalizations,2013,178,19.34,8232,21.3
55073,Marathon,Hospitalizations,2014,168,18.17,7762,19.98
55073,Marathon,Hospitalizations,2015,134,14.44,8038,20.6
55073,Marathon,Hospitalizations,2016,155,16.64,9257,23.59
55073,Marathon,Hospitalizations,2017,242,25.81,10980,27.78
55073,Marathon,Hospitalizations,2018,269,28.56,8443,21.2
55073,Marathon,Hospitalizations,2019,229,24.19,7486,18.67
55073,Marathon,Hospitalizations,2020,97,10.09,4476,11.04
55073,Marathon,Hospitalizations,2021,93,9.66,4235,10.42
55073,Marathon,Hospitalizations,2022,60,6.2,4210,10.32
55075,Marinette,Hospitalizations,2000,92,30.96,7874,22.62
55075,Marinette,Hospitalizations,2001,86,29.07,7766,22.16
55075,Marinette,Hospitalizations,2002,53,17.9,7425,21.01
55075,Marinette,Hospitalizations,2003,54,18.21,7385,20.72
55075,Marinette,Hospitalizations,2004,54,18.28,6857,19.07
55075,Marinette,Hospitalizations,2005,70,23.52,7885,21.72
55075,Marinette,Hospitalizations,2006,57,19.21,7077,19.31
55075,Marinette,Hospitalizations,2007,83,27.88,7410,20.01
55075,Marinette,Hospitalizations,2008,95,31.84,8732,23.35
55075,Marinette,Hospitalizations,2009,119,39.81,8450,22.4
55075,Marinette,Hospitalizations,2010,118,39.38,8233,21.64
55075,Marinette,Hospitalizations,2011,128,42.77,8520,22.27
55075,Marinette,Hospitalizations,2012,137,45.64,8376,21.78
55075,Marinette,Hospitalizations,2013,118,39.31,8232,21.3
55075,Marinette,Hospitalizations,2014,97,32.32,7762,19.98
55075,Marinette,Hospitalizations,2015,107,35.73,8038,20.6
55075,Marinette,Hospitalizations,2016,73,24.48,9257,23.59
55075,Marinette,Hospitalizations,2017,91,30.41,10980,27.78
55075,Marinette,Hospitalizations,2018,42,13.99,8443,21.2
55075,Marinette,Hospitalizations,2019,44,14.62,7486,18.67
55075,Marinette,Hospitalizations,2020,36,11.52,4476,11.04
55075,Marinette,Hospitalizations,2021,39,12.48,4235,10.42
55075,Marinette,Hospitalizations,2022,55,17.49,4210,10.32
55077,Marquette,Hospitalizations,2000,38,36.84,7874,22.62
55077,Marquette,Hospitalizations,2001,33,31.72,7766,22.16
55077,Marquette,Hospitalizations,2002,25,23.57,7425,21.01
55077,Marquette,Hospitalizations,2003,26,24.18,7385,20.72
55077,Marquette,Hospitalizations,2004,39,35.6,6857,19.07
55077,Marquette,Hospitalizations,2005,45,40.48,7885,21.72
55077,Marquette,Hospitalizations,2006,25,22.25,7077,19.31
55077,Marquette,Hospitalizations,2007,43,38.28,7410,20.01
55077,Marquette,Hospitalizations,2008,39,34.32,8732,23.35
55077,Marquette,Hospitalizations,2009,26,22.89,8450,22.4
55077,Marquette,Hospitalizations,2010,40,35.34,8233,21.64
55077,Marquette,Hospitalizations,2011,46,40.68,8520,22.27
55077,Marquette,Hospitalizations,2012,43,38.04,8376,21.78
55077,Marquette,Hospitalizations,2013,31,27.46,8232,21.3
55077,Marquette,Hospitalizations,2014,39,34.73,7762,19.98
55077,Marquette,Hospitalizations,2015,45,40.03,8038,20.6
55077,Marquette,Hospitalizations,2016,36,31.95,9257,23.59
55077,Marquette,Hospitalizations,2017,57,49.93,10980,27.78
55077,Marquette,Hospitalizations,2018,53,45.99,8443,21.2
55077,Marquette,Hospitalizations,2019,50,42.97,7486,18.67
55077,Marquette,Hospitalizations,2020,22,18.83,4476,11.04
55077,Marquette,Hospitalizations,2021,15,12.7,4235,10.42
55077,Marquette,Hospitalizations,2022,6,5.04,4210,10.32
55078,Menominee,Hospitalizations,2000,12,49.61,7874,22.62
55078,Menominee,Hospitalizations,2001,10,42.02,7766,22.16
55078,Menominee,Hospitalizations,2002,10,41.7,7425,21.01
55078,Menominee,Hospitalizations,2003,13,54.85,7385,20.72
55078,Menominee,Hospitalizations,2004,10,42.27,6857,19.07
55078,Menominee,Hospitalizations,2005,15,63.24,7885,21.72
55078,Menominee,Hospitalizations,2006,12,51.17,7077,19.31
55078,Menominee,Hospitalizations,2007,12,50.53,7410,20.01
55078,Menominee,Hospitalizations,2008,14,59.47,8732,23.35
55078,Menominee,Hospitalizations,2009,12,50.1,8450,22.4
55078,Menominee,Hospitalizations,2010,6,24.68,8233,21.64
55078,Menominee,Hospitalizations,2011,8,32.34,8520,22.27
55078,Menominee,Hospitalizations,2012,11,44.12,8376,21.78
55078,Menominee,Hospitalizations,2013,9,36.33,8232,21.3
55078,Menominee,Hospitalizations,2014,9,35.34,7762,19.98
55078,Menominee,Hospitalizations,2015,17,66.48,8038,20.6
55078,Menominee,Hospitalizations,2016,12,46.48,9257,23.59
55078,Menominee,Hospitalizations,2017,9,34.07,10980,27.78
55078,Menominee,Hospitalizations,2018,20,75.24,8443,21.2
55078,Menominee,Hospitalizations,2019,15,57.19,7486,18.67
55078,Menominee,Hospitalizations,2020,5,20.74,4476,11.04
55078,Menominee,Hospitalizations,2021,4,16.48,4235,10.42
55078,Menominee,Hospitalizations,2022,6,24.97,4210,10.32
55079,Milwaukee,Hospitalizations,2000,1741,29.33,7874,22.62
55079,Milwaukee,Hospitalizations,2001,1631,27.49,7766,22.16
55079,Milwaukee,Hospitalizations,2002,1499,25.22,7425,21.01
55079,Milwaukee,Hospitalizations,2003,1458,24.51,7385,20.72
55079,Milwaukee,Hospitalizations,2004,1419,23.85,6857,19.07
55079,Milwaukee,Hospitalizations,2005,1407,23.69,7885,21.72
55079,Milwaukee,Hospitalizations,2006,1404,23.7,7077,19.31
55079,Milwaukee,Hospitalizations,2007,1398,23.56,7410,20.01
55079,Milwaukee,Hospitalizations,2008,1527,25.65,8732,23.35
55079,Milwaukee,Hospitalizations,2009,1537,25.62,8450,22.4
55079,Milwaukee,Hospitalizations,2010,1557,25.76,8233,21.64
55079,Milwaukee,Hospitalizations,2011,1695,27.8,8520,22.27
55079,Milwaukee,Hospitalizations,2012,1755,28.53,8376,21.78
55079,Milwaukee,Hospitalizations,2013,1643,26.46,8232,21.3
55079,Milwaukee,Hospitalizations,2014,1605,25.66,7762,19.98
55079,Milwaukee,Hospitalizations,2015,1722,27.38,8038,20.6
55079,Milwaukee,Hospitalizations,2016,2181,34.63,9257,23.59
55079,Milwaukee,Hospitalizations,2017,2459,39.02,10980,27.78
55079,Milwaukee,Hospitalizations,2018,1875,29.77,8443,21.2
55079,Milwaukee,Hospitalizations,2019,1300,20.58,7486,18.67
55079,Milwaukee,Hospitalizations,2020,799,12.8,4476,11.04
55079,Milwaukee,Hospitalizations,2021,810,13.11,4235,10.42
55079,Milwaukee,Hospitalizations,2022,712,11.61,4210,10.32
55081,Monroe,Hospitalizations,2000,68,25.85,7874,22.62
55081,Monroe,Hospitalizations,2001,53,19.95,7766,22.16
55081,Monroe,Hospitalizations,2002,62,23.1,7425,21.01
55081,Monroe,Hospitalizations,2003,51,18.88,7385,20.72
55081,Monroe,Hospitalizations,2004,42,15.35,6857,19.07
55081,Monroe,Hospitalizations,2005,66,23.81,7885,21.72
55081,Monroe,Hospitalizations,2006,70,24.74,7077,19.31
55081,Monroe,Hospitalizations,2007,45,15.64,7410,20.01
55081,Monroe,Hospitalizations,2008,69,23.68,8732,23.35
55081,Monroe,Hospitalizations,2009,49,16.64,8450,22.4
55081,Monroe,Hospitalizations,2010,43,14.4,8233,21.64
55081,Monroe,Hospitalizations,2011,41,13.63,8520,22.27
55081,Monroe,Hospitalizations,2012,48,15.93,8376,21.78
55081,Monroe,Hospitalizations,2013,50,16.53,8232,21.3
55081,Monroe,Hospitalizations,2014,43,14.18,7762,19.98
55081,Monroe,Hospitalizations,2015,53,17.4,8038,20.6
55081,Monroe,Hospitalizations,2016,77,25.1,9257,23.59
55081,Monroe,Hospitalizations,2017,77,24.9,10980,27.78
55081,Monroe,Hospitalizations,2018,66,21.17,8443,21.2
55081,Monroe,Hospitalizations,2019,62,19.55,7486,18.67
55081,Monroe,Hospitalizations,2020,24,7.68,4476,11.04
55081,Monroe,Hospitalizations,2021,34,10.89,4235,10.42
55081,Monroe,Hospitalizations,2022,23,7.35,4210,10.32
55083,Oconto,Hospitalizations,2000,50,20.57,7874,22.62
55083,Oconto,Hospitalizations,2001,39,15.84,7766,22.16
55083,Oconto,Hospitalizations,2002,47,18.94,7425,21.01
55083,Oconto,Hospitalizations,2003,32,12.66,7385,20.72
55083,Oconto,Hospitalizations,2004,46,17.92,6857,19.07
55083,Oconto,Hospitalizations,2005,54,20.77,7885,21.72
55083,Oconto,Hospitalizations,2006,25,9.5,7077,19.31
55083,Oconto,Hospitalizations,2007,31,11.7,7410,20.01
55083,Oconto,Hospitalizations,2008,74,27.81,8732,23.35
55083,Oconto,Hospitalizations,2009,57,21.31,8450,22.4
55083,Oconto,Hospitalizations,2010,47,17.5,8233,21.64
55083,Oconto,Hospitalizations,2011,62,23.09,8520,22.27
55083,Oconto,Hospitalizations,2012,56,20.85,8376,21.78
55083,Oconto,Hospitalizations,2013,60,22.24,8232,21.3
55083,Oconto,Hospitalizations,2014,46,16.98,7762,19.98
55083,Oconto,Hospitalizations,2015,43,15.81,8038,20.6
55083,Oconto,Hospitalizations,2016,38,13.92,9257,23.59
55083,Oconto,Hospitalizations,2017,56,20.42,10980,27.78
55083,Oconto,Hospitalizations,2018,39,14.03,8443,21.2
55083,Oconto,Hospitalizations,2019,38,13.56,7486,18.67
55083,Oconto,Hospitalizations,2020,30,10.44,4476,11.04
55083,Oconto,Hospitalizations,2021,27,9.28,4235,10.42
55083,Oconto,Hospitalizations,2022,37,12.59,4210,10.32
55085,Oneida,Hospitalizations,2000,104,39.28,7874,22.62
55085,Oneida,Hospitalizations,2001,95,35.67,7766,22.16
55085,Oneida,Hospitalizations,2002,80,29.99,7425,21.01
55085,Oneida,Hospitalizations,2003,72,26.69,7385,20.72
55085,Oneida,Hospitalizations,2004,86,31.85,6857,19.07
55085,Oneida,Hospitalizations,2005,104,38.53,7885,21.72
55085,Oneida,Hospitalizations,2006,57,21.03,7077,19.31
55085,Oneida,Hospitalizations,2007,78,28.75,7410,20.01
55085,Oneida,Hospitalizations,2008,92,33.86,8732,23.35
55085,Oneida,Hospitalizations,2009,95,35.07,8450,22.4
55085,Oneida,Hospitalizations,2010,79,29.2,8233,21.64
55085,Oneida,Hospitalizations,2011,84,31.1,8520,22.27
55085,Oneida,Hospitalizations,2012,77,28.59,8376,21.78
55085,Oneida,Hospitalizations,2013,64,23.8,8232,21.3
55085,Oneida,Hospitalizations,2014,42,15.64,7762,19.98
55085,Oneida,Hospitalizations,2015,32,11.91,8038,20.6
55085,Oneida,Hospitalizations,2016,40,14.86,9257,23.59
55085,Oneida,Hospitalizations,2017,63,23.33,10980,27.78
55085,Oneida,Hospitalizations,2018,55,20.23,8443,21.2
55085,Oneida,Hospitalizations,2019,66,24.03,7486,18.67
55085,Oneida,Hospitalizations,2020,25,8.57,4476,11.04
55085,Oneida,Hospitalizations,2021,22,7.44,4235,10.42
55085,Oneida,Hospitalizations,2022,24,8.1,4210,10.32
55087,Outagamie,Hospitalizations,2000,153,14.91,7874,22.62
55087,Outagamie,Hospitalizations,2001,149,14.31,7766,22.16
55087,Outagamie,Hospitalizations,2002,127,12.05,7425,21.01
55087,Outagamie,Hospitalizations,2003,146,13.72,7385,20.72
55087,Outagamie,Hospitalizations,2004,116,10.76,6857,19.07
55087,Outagamie,Hospitalizations,2005,131,11.98,7885,21.72
55087,Outagamie,Hospitalizations,2006,119,10.71,7077,19.31
55087,Outagamie,Hospitalizations,2007,117,10.37,7410,20.01
55087,Outagamie,Hospitalizations,2008,145,12.68,8732,23.35
55087,Outagamie,Hospitalizations,2009,128,11.03,8450,22.4
55087,Outagamie,Hospitalizations,2010,114,9.73,8233,21.64
55087,Outagamie,Hospitalizations,2011,119,10.06,8520,22.27
55087,Outagamie,Hospitalizations,2012,133,11.15,8376,21.78
55087,Outagamie,Hospitalizations,2013,146,12.12,8232,21.3
55087,Outagamie,Hospitalizations,2014,132,10.85,7762,19.98
55087,Outagamie,Hospitalizations,2015,128,10.41,8038,20.6
55087,Outagamie,Hospitalizations,2016,114,9.17,9257,23.59
55087,Outagamie,Hospitalizations,2017,141,11.21,10980,27.78
55087,Outagamie,Hospitalizations,2018,129,10.14,8443,21.2
55087,Outagamie,Hospitalizations,2019,116,9.04,7486,18.67
55087,Outagamie,Hospitalizations,2020,69,5.29,4476,11.04
55087,Outagamie,Hospitalizations,2021,55,4.2,4235,10.42
55087,Outagamie,Hospitalizations,2022,77,5.83,4210,10.32
55089,Ozaukee,Hospitalizations,2000,64,11.65,7874,22.62
55089,Ozaukee,Hospitalizations,2001,79,14.28,7766,22.16
55089,Ozaukee,Hospitalizations,2002,62,11.12,7425,21.01
55089,Ozaukee,Hospitalizations,2003,81,14.39,7385,20.72
55089,Ozaukee,Hospitalizations,2004,90,15.83,6857,19.07
55089,Ozaukee,Hospitalizations,2005,69,12.08,7885,21.72
55089,Ozaukee,Hospitalizations,2006,61,10.6,7077,19.31
55089,Ozaukee,Hospitalizations,2007,62,10.67,7410,20.01
55089,Ozaukee,Hospitalizations,2008,79,13.45,8732,23.35
55089,Ozaukee,Hospitalizations,2009,98,16.52,8450,22.4
55089,Ozaukee,Hospitalizations,2010,80,13.41,8233,21.64
55089,Ozaukee,Hospitalizations,2011,91,15.17,8520,22.27
55089,Ozaukee,Hospitalizations,2012,103,17.08,8376,21.78
55089,Ozaukee,Hospitalizations,2013,103,17.04,8232,21.3
55089,Ozaukee,Hospitalizations,2014,85,14.01,7762,19.98
55089,Ozaukee,Hospitalizations,2015,87,14.3,8038,20.6
55089,Ozaukee,Hospitalizations,2016,92,15.04,9257,23.59
55089,Ozaukee,Hospitalizations,2017,120,19.45,10980,27.78
55089,Ozaukee,Hospitalizations,2018,106,16.96,8443,21.2
55089,Ozaukee,Hospitalizations,2019,73,11.61,7486,18.67
55089,Ozaukee,Hospitalizations,2020,56,8.72,4476,11.04
55089,Ozaukee,Hospitalizations,2021,35,5.37,4235,10.42
55089,Ozaukee,Hospitalizations,2022,38,5.78,4210,10.32
55091,Pepin,Hospitalizations,2000,23,48.36,7874,22.62
55091,Pepin,Hospitalizations,2001,12,24.91,7766,22.16
55091,Pepin,Hospitalizations,2002,10,20.48,7425,21.01
55091,Pepin,Hospitalizations,2003,8,16.18,7385,20.72
55091,Pepin,Hospitalizations,2004,5,9.93,6857,19.07
55091,Pepin,Hospitalizations,2005,19,37.45,7885,21.72
55091,Pepin,Hospitalizations,2006,16,31.35,7077,19.31
55091,Pepin,Hospitalizations,2007,7,13.55,7410,20.01
55091,Pepin,Hospitalizations,2008,10,19.14,8732,23.35
55091,Pepin,Hospitalizations,2009,12,22.9,8450,22.4
55091,Pepin,Hospitalizations,2010,5,9.46,8233,21.64
55091,Pepin,Hospitalizations,2011,12,22.91,8520,22.27
55091,Pepin,Hospitalizations,2012,13,24.96,8376,21.78
55091,Pepin,Hospitalizations,2013,9,17.44,8232,21.3
55091,Pepin,Hospitalizations,2014,13,25.19,7762,19.98
55091,Pepin,Hospitalizations,2015,10,19.47,8038,20.6
55091,Pepin,Hospitalizations,2016,17,32.84,9257,23.59
55091,Pepin,Hospitalizations,2017,21,40.17,10980,27.78
55091,Pepin,Hospitalizations,2018,19,36.18,8443,21.2
55091,Pepin,Hospitalizations,2019,11,20.92,7486,18.67
55091,Pepin,Hospitalizations,2020,9,17.07,4476,11.04
55091,Pepin,Hospitalizations,2021,8,15.18,4235,10.42
55091,Pepin,Hospitalizations,2022,8,15.03,4210,10.32
55093,Pierce,Hospitalizations,2000,27,12.5,7874,22.62
55093,Pierce,Hospitalizations,2001,24,11.07,7766,22.16
55093,Pierce,Hospitalizations,2002,37,16.92,7425,21.01
55093,Pierce,Hospitalizations,2003,28,12.58,7385,20.72
55093,Pierce,Hospitalizations,2004,35,15.45,6857,19.07
55093,Pierce,Hospitalizations,2005,42,18.16,7885,21.72
55093,Pierce,Hospitalizations,2006,42,17.78,7077,19.31
55093,Pierce,Hospitalizations,2007,27,11.21,7410,20.01
55093,Pierce,Hospitalizations,2008,43,17.53,8732,23.35
55093,Pierce,Hospitalizations,2009,40,16.24,8450,22.4
55093,Pierce,Hospitalizations,2010,49,19.55,8233,21.64
55093,Pierce,Hospitalizations,2011,42,16.69,8520,22.27
55093,Pierce,Hospitalizations,2012,56,22.16,8376,21.78
55093,Pierce,Hospitalizations,2013,56,21.97,8232,21.3
55093,Pierce,Hospitalizations,2014,59,22.95,7762,19.98
55093,Pierce,Hospitalizations,2015,56,21.69,8038,20.6
55093,Pierce,Hospitalizations,2016,70,26.75,9257,23.59
55093,Pierce,Hospitalizations,2017,67,25.24,10980,27.78
55093,Pierce,Hospitalizations,2018,46,17.08,8443,21.2
55093,Pierce,Hospitalizations,2019,51,18.76,7486,18.67
55093,Pierce,Hospitalizations,2020,25,9.29,4476,11.04
55093,Pierce,Hospitalizations,2021,23,8.43,4235,10.42
55093,Pierce,Hospitalizations,2022,28,10.14,4210,10.32
55095,Polk,Hospitalizations,2000,57,20.52,7874,22.62
55095,Polk,Hospitalizations,2001,63,22.24,7766,22.16
55095,Polk,Hospitalizations,2002,72,25.06,7425,21.01
55095,Polk,Hospitalizations,2003,82,28.17,7385,20.72
55095,Polk,Hospitalizations,2004,56,18.99,6857,19.07
55095,Polk,Hospitalizations,2005,81,27.07,7885,21.72
55095,Polk,Hospitalizations,2006,84,27.75,7077,19.31
55095,Polk,Hospitalizations,2007,67,22,7410,20.01
55095,Polk,Hospitalizations,2008,109,35.44,8732,23.35
55095,Polk,Hospitalizations,2009,110,35.67,8450,22.4
55095,Polk,Hospitalizations,2010,119,38.57,8233,21.64
55095,Polk,Hospitalizations,2011,71,23,8520,22.27
55095,Polk,Hospitalizations,2012,98,31.88,8376,21.78
55095,Polk,Hospitalizations,2013,65,21.17,8232,21.3
55095,Polk,Hospitalizations,2014,69,22.48,7762,19.98
55095,Polk,Hospitalizations,2015,69,22.46,8038,20.6
55095,Polk,Hospitalizations,2016,86,27.87,9257,23.59
55095,Polk,Hospitalizations,2017,118,37.85,10980,27.78
55095,Polk,Hospitalizations,2018,81,25.74,8443,21.2
55095,Polk,Hospitalizations,2019,73,22.96,7486,18.67
55095,Polk,Hospitalizations,2020,44,13.4,4476,11.04
55095,Polk,Hospitalizations,2021,64,19.25,4235,10.42
55095,Polk,Hospitalizations,2022,69,20.51,4210,10.32
55097,Portage,Hospitalizations,2000,91,22.67,7874,22.62
55097,Portage,Hospitalizations,2001,74,18.39,7766,22.16
55097,Portage,Hospitalizations,2002,72,17.82,7425,21.01
55097,Portage,Hospitalizations,2003,76,18.75,7385,20.72
55097,Portage,Hospitalizations,2004,51,12.48,6857,19.07
55097,Portage,Hospitalizations,2005,65,15.8,7885,21.72
55097,Portage,Hospitalizations,2006,70,16.81,7077,19.31
55097,Portage,Hospitalizations,2007,86,20.27,7410,20.01
55097,Portage,Hospitalizations,2008,99,22.96,8732,23.35
55097,Portage,Hospitalizations,2009,91,20.82,8450,22.4
55097,Portage,Hospitalizations,2010,125,28.42,8233,21.64
55097,Portage,Hospitalizations,2011,119,26.99,8520,22.27
55097,Portage,Hospitalizations,2012,132,29.84,8376,21.78
55097,Portage,Hospitalizations,2013,109,24.52,8232,21.3
55097,Portage,Hospitalizations,2014,97,21.69,7762,19.98
55097,Portage,Hospitalizations,2015,59,13.17,8038,20.6
55097,Portage,Hospitalizations,2016,58,12.91,9257,23.59
55097,Portage,Hospitalizations,2017,57,12.59,10980,27.78
55097,Portage,Hospitalizations,2018,58,12.69,8443,21.2
55097,Portage,Hospitalizations,2019,57,12.37,7486,18.67
55097,Portage,Hospitalizations,2020,36,7.86,4476,11.04
55097,Portage,Hospitalizations,2021,26,5.66,4235,10.42
55097,Portage,Hospitalizations,2022,29,6.27,4210,10.32
55099,Price,Hospitalizations,2000,48,43.12,7874,22.62
55099,Price,Hospitalizations,2001,43,38.94,7766,22.16
55099,Price,Hospitalizations,2002,52,47.25,7425,21.01
55099,Price,Hospitalizations,2003,45,40.82,7385,20.72
55099,Price,Hospitalizations,2004,20,18.21,6857,19.07
55099,Price,Hospitalizations,2005,41,37.64,7885,21.72
55099,Price,Hospitalizations,2006,39,35.85,7077,19.31
55099,Price,Hospitalizations,2007,45,41.91,7410,20.01
55099,Price,Hospitalizations,2008,39,36.34,8732,23.35
55099,Price,Hospitalizations,2009,36,33.52,8450,22.4
55099,Price,Hospitalizations,2010,38,35.61,8233,21.64
55099,Price,Hospitalizations,2011,45,42.4,8520,22.27
55099,Price,Hospitalizations,2012,50,47.64,8376,21.78
55099,Price,Hospitalizations,2013,63,60.51,8232,21.3
55099,Price,Hospitalizations,2014,72,69.65,7762,19.98
55099,Price,Hospitalizations,2015,63,61.36,8038,20.6
55099,Price,Hospitalizations,2016,55,53.99,9257,23.59
55099,Price,Hospitalizations,2017,60,59.24,10980,27.78
55099,Price,Hospitalizations,2018,39,38.53,8443,21.2
55099,Price,Hospitalizations,2019,38,37.4,7486,18.67
55099,Price,Hospitalizations,2020,35,32.78,4476,11.04
55099,Price,Hospitalizations,2021,31,28.77,4235,10.42
55099,Price,Hospitalizations,2022,19,17.45,4210,10.32
55101,Racine,Hospitalizations,2000,222,18.15,7874,22.62
55101,Racine,Hospitalizations,2001,262,21.37,7766,22.16
55101,Racine,Hospitalizations,2002,246,19.93,7425,21.01
55101,Racine,Hospitalizations,2003,253,20.35,7385,20.72
55101,Racine,Hospitalizations,2004,227,18.1,6857,19.07
55101,Racine,Hospitalizations,2005,257,20.28,7885,21.72
55101,Racine,Hospitalizations,2006,247,19.34,7077,19.31
55101,Racine,Hospitalizations,2007,306,23.76,7410,20.01
55101,Racine,Hospitalizations,2008,349,26.93,8732,23.35
55101,Racine,Hospitalizations,2009,336,25.77,8450,22.4
55101,Racine,Hospitalizations,2010,273,20.82,8233,21.64
55101,Racine,Hospitalizations,2011,286,21.8,8520,22.27
55101,Racine,Hospitalizations,2012,274,20.88,8376,21.78
55101,Racine,Hospitalizations,2013,289,21.98,8232,21.3
55101,Racine,Hospitalizations,2014,328,24.86,7762,19.98
55101,Racine,Hospitalizations,2015,364,27.56,8038,20.6
55101,Racine,Hospitalizations,2016,456,34.38,9257,23.59
55101,Racine,Hospitalizations,2017,511,38.23,10980,27.78
55101,Racine,Hospitalizations,2018,339,25.23,8443,21.2
55101,Racine,Hospitalizations,2019,336,24.93,7486,18.67
55101,Racine,Hospitalizations,2020,167,12.34,4476,11.04
55101,Racine,Hospitalizations,2021,155,11.47,4235,10.42
55101,Racine,Hospitalizations,2022,197,14.57,4210,10.32
55103,Richland,Hospitalizations,2000,61,51.13,7874,22.62
55103,Richland,Hospitalizations,2001,46,38.31,7766,22.16
55103,Richland,Hospitalizations,2002,35,29.23,7425,21.01
55103,Richland,Hospitalizations,2003,47,38.93,7385,20.72
55103,Richland,Hospitalizations,2004,35,28.68,6857,19.07
55103,Richland,Hospitalizations,2005,44,35.93,7885,21.72
55103,Richland,Hospitalizations,2006,20,16.18,7077,19.31
55103,Richland,Hospitalizations,2007,33,26.36,7410,20.01
55103,Richland,Hospitalizations,2008,26,20.81,8732,23.35
55103,Richland,Hospitalizations,2009,19,15.22,8450,22.4
55103,Richland,Hospitalizations,2010,23,18.46,8233,21.64
55103,Richland,Hospitalizations,2011,23,18.43,8520,22.27
55103,Richland,Hospitalizations,2012,24,19.36,8376,21.78
55103,Richland,Hospitalizations,2013,19,15.31,8232,21.3
55103,Richland,Hospitalizations,2014,15,12.1,7762,19.98
55103,Richland,Hospitalizations,2015,23,18.64,8038,20.6
55103,Richland,Hospitalizations,2016,30,24.18,9257,23.59
55103,Richland,Hospitalizations,2017,44,35.5,10980,27.78
55103,Richland,Hospitalizations,2018,48,38.75,8443,21.2
55103,Richland,Hospitalizations,2019,25,20.19,7486,18.67
55103,Richland,Hospitalizations,2020,21,17.02,4476,11.04
55103,Richland,Hospitalizations,2021,28,22.67,4235,10.42
55103,Richland,Hospitalizations,2022,32,25.98,4210,10.32
55105,Rock,Hospitalizations,2000,289,29.21,7874,22.62
